Name_ID,Gender,Breed,Age,Animal Type,Weight,Brought to Shelter,Kennel Location,Scrape Date,age_numeric,Weight_num,Name,ID,location_simple,kennel_name,kennel_num,side,Days_at_shelter,result
A1231930,Male,Labrador Retriever,9 months old,Dog,27 pounds,2024-08-10,FOSTER,2024-12-11,0.75,27.0,,1231930,Foster,FOSTER,,,123,Looking for Furever Home
RAYNE (A1217502),Female,Pit Bull Terrier,"2 years, 3 months old",Dog,63 pounds,2024-08-09,FOSTER,2024-12-11,2.0,63.0,RAYNE,1217502,Foster,FOSTER,,,124,Looking for Furever Home
ELLA JANE (A1225723),Female,Pit Bull Terrier mix,"2 years, 8 months old",Dog,50 pounds,2024-08-06,FOSTER,2024-12-11,2.0,50.0,ELLA JANE,1225723,Foster,FOSTER,,,127,Looking for Furever Home
OSO (A1229867),Male,Pit Bull Terrier,6 years old,Dog,69 pounds,2024-08-05,FOSTER,2024-12-11,6.0,69.0,OSO,1229867,Foster,FOSTER,,,128,Looking for Furever Home
ABRAHAM (A1185782),Male,Black Mouth Cur mix,10 years old,Dog,58 pounds,2024-08-05,FOSTER,2024-12-11,10.0,58.0,ABRAHAM,1185782,Foster,FOSTER,,,128,Looking for Furever Home
GARTH (A1230553),Male,Pit Bull Terrier,"1 year, 5 months old",Dog,43 pounds,2024-07-29,FOSTER,2024-12-11,1.0,43.0,GARTH,1230553,Foster,FOSTER,,,135,Looking for Furever Home
ORION (A1231159),Male,Pit Bull Terrier,3 years old,Dog,55 pounds,2024-07-27,FOSTER,2024-12-11,3.0,55.0,ORION,1231159,Foster,FOSTER,,,137,Looking for Furever Home
PRINCESS (A1164401),Female,Pit Bull Terrier,9 years old,Dog,61 pounds,2024-07-25,FOSTER,2024-12-11,9.0,61.0,PRINCESS,1164401,Foster,FOSTER,,,139,Looking for Furever Home
DELLA (A1230524),Female,Pit Bull Terrier mix,"1 year, 1 month old",Dog,29 pounds,2024-07-24,FOSTER,2024-12-11,1.0,29.0,DELLA,1230524,Foster,FOSTER,,,140,Looking for Furever Home
REGGIE (A1212359),Male,Pit Bull Terrier,4 years old,Dog,64 pounds,2024-07-21,FOSTER,2024-12-11,4.0,64.0,REGGIE,1212359,Foster,FOSTER,,,143,Looking for Furever Home
ROCCO (A1217947),Male,Pit Bull Terrier mix,2 years,Dog,47 pounds,2024-07-13,FOSTER,2024-12-11,2.0,47.0,ROCCO,1217947,Foster,FOSTER,,,151,Looking for Furever Home
CHARLIE (A1178219),Male,Boxer mix,11 years old,Dog,50 pounds,2024-07-13,FOSTER,2024-12-11,11.0,50.0,CHARLIE,1178219,Foster,FOSTER,,,151,Looking for Furever Home
SCOTTIE (A1230237),Male,Boxer,"2 years, 5 months old",Dog,54 pounds,2024-07-09,FOSTER,2024-12-11,2.0,54.0,SCOTTIE,1230237,Foster,FOSTER,,,155,Looking for Furever Home
LAILA (A1222988),Female,Border Collie and Pointer,4 years old,Dog,43 pounds,2024-07-09,FOSTER,2024-12-11,4.0,43.0,LAILA,1222988,Foster,FOSTER,,,155,Looking for Furever Home
KING (A1228259),Male,Pit Bull Terrier,10 years old,Dog,62 pounds,2024-07-03,FOSTER,2024-12-11,10.0,62.0,KING,1228259,Foster,FOSTER,,,161,Looking for Furever Home
DAKOTA (A1223522),Male,Pit Bull Terrier,"2 years, 10 months old",Dog,57 pounds,2024-06-29,FOSTER,2024-12-11,2.0,57.0,DAKOTA,1223522,Foster,FOSTER,,,165,Looking for Furever Home
PERSEPHONE (A1206441),Female,Pit Bull Terrier,"2 years, 11 months old",Dog,40 pounds,2024-06-25,FOSTER,2024-12-11,2.0,40.0,PERSEPHONE,1206441,Foster,FOSTER,,,169,Looking for Furever Home
RAMONA (A1226936),Female,Australian Shepherd mix,3 years old,Dog,41 pounds,2024-06-25,FOSTER,2024-12-11,3.0,41.0,RAMONA,1226936,Foster,FOSTER,,,169,Looking for Furever Home
ROCKET (A1215856),Male,Boxer and Pit Bull Terrier,3 years old,Dog,50 pounds,2024-06-14,FOSTER,2024-12-11,3.0,50.0,ROCKET,1215856,Foster,FOSTER,,,180,Looking for Furever Home
TAYA (A1228266),Female,Pit Bull Terrier mix,"1 year, 6 months old",Dog,50 pounds,2024-06-03,FOSTER,2024-12-11,1.0,50.0,TAYA,1228266,Foster,FOSTER,,,191,Looking for Furever Home
PATRICK (A1224972),Male,Pit Bull Terrier,4 years old,Dog,57 pounds,2024-05-29,FOSTER,2024-12-11,4.0,57.0,PATRICK,1224972,Foster,FOSTER,,,196,Looking for Furever Home
FERRIS (A1217384),Male,Labrador Retriever mix,5 years old,Dog,63 pounds,2024-05-22,FOSTER,2024-12-11,5.0,63.0,FERRIS,1217384,Foster,FOSTER,,,203,Looking for Furever Home
BAILEY (A1212093),Female,Staffordshire Bull Terrier,3 years old,Dog,49 pounds,2024-05-17,FOSTER,2024-12-11,3.0,49.0,BAILEY,1212093,Foster,FOSTER,,,208,Looking for Furever Home
LOVE (A1200949),Female,Pit Bull Terrier,3 years old,Dog,56 pounds,2024-05-17,FOSTER,2024-12-11,3.0,56.0,LOVE,1200949,Foster,FOSTER,,,208,Looking for Furever Home
BRODI (A1159397),Male,Boxer and Staffordshire Bull Terrier,6 years old,Dog,55 pounds,2024-05-16,FOSTER,2024-12-11,6.0,55.0,BRODI,1159397,Foster,FOSTER,,,209,Looking for Furever Home
MARLOWE (A1227246),Female,Pit Bull Terrier,"1 year, 7 months old",Dog,48 pounds,2024-05-14,FOSTER,2024-12-11,1.0,48.0,MARLOWE,1227246,Foster,FOSTER,,,211,Looking for Furever Home
EMMA (A1072736),Female,Labrador Retriever,11 years old,Dog,67 pounds,2024-05-13,FOSTER,2024-12-11,11.0,67.0,EMMA,1072736,Foster,FOSTER,,,212,Looking for Furever Home
DREIDEL (A1220127),Male,Great Dane and Labrador Retriever,9 years old,Dog,76 pounds,2024-05-10,FOSTER,2024-12-11,9.0,76.0,DREIDEL,1220127,Foster,FOSTER,,,215,Looking for Furever Home
MARTY (A1226897),Male,Vizsla mix,"2 years, 7 months old",Dog,53 pounds,2024-05-08,FOSTER,2024-12-11,2.0,53.0,MARTY,1226897,Foster,FOSTER,,,217,Looking for Furever Home
BENNY (A5291214),Male,Bouvier des Flandres mix,6 years old,Dog,69 pounds,2024-05-07,FOSTER,2024-12-11,6.0,69.0,BENNY,5291214,Foster,FOSTER,,,218,Looking for Furever Home
WAFFLES (A1211685),Male,Pit Bull Terrier,5 years old,Dog,61 pounds,2024-05-05,FOSTER,2024-12-11,5.0,61.0,WAFFLES,1211685,Foster,FOSTER,,,220,Looking for Furever Home
GENESIS (A1211686),Female,Pit Bull Terrier mix,8 years old,Dog,101 pounds,2024-05-05,FOSTER,2024-12-11,8.0,101.0,GENESIS,1211686,Foster,FOSTER,,,220,Looking for Furever Home
MAJOR (A1225943),Male,Pit Bull Terrier,"2 years, 8 months old",Dog,53 pounds,2024-04-30,FOSTER,2024-12-11,2.0,53.0,MAJOR,1225943,Foster,FOSTER,,,225,Looking for Furever Home
MACY (A1187946),Female,Pit Bull Terrier,3 years old,Dog,45 pounds,2024-04-27,FOSTER,2024-12-11,3.0,45.0,MACY,1187946,Foster,FOSTER,,,228,Looking for Furever Home
BELLA (A1225520),Female,Pit Bull Terrier mix,3 years old,Dog,48 pounds,2024-04-16,FOSTER,2024-12-11,3.0,48.0,BELLA,1225520,Foster,FOSTER,,,239,Looking for Furever Home
HERBERT (A1222733),Male,Boxer mix,"2 years, 10 months old",Dog,51 pounds,2024-04-07,FOSTER,2024-12-11,2.0,51.0,HERBERT,1222733,Foster,FOSTER,,,248,Looking for Furever Home
HAZEL (A1213964),Female,Breed information is not provided by this shelter and Black Mouth Cur,10 years old,Dog,44 pounds,2024-03-28,FOSTER,2024-12-11,10.0,44.0,HAZEL,1213964,Foster,FOSTER,,,258,Looking for Furever Home
JIMMY (A1224502),Male,Breed information is not provided by this shelter,"1 year, 7 months old",Dog,35 pounds,2024-03-23,FOSTER,2024-12-11,1.0,35.0,JIMMY,1224502,Foster,FOSTER,,,263,Looking for Furever Home
DEWEY (A1224279),Male,Pit Bull Terrier,"2 years, 9 months old",Dog,42 pounds,2024-03-11,FOSTER,2024-12-11,2.0,42.0,DEWEY,1224279,Foster,FOSTER,,,275,Looking for Furever Home
TOMMY (A1224053),Male,Chow Chow mix,"2 years, 9 months old",Dog,59 pounds,2024-03-10,FOSTER,2024-12-11,2.0,59.0,TOMMY,1224053,Foster,FOSTER,,,276,Looking for Furever Home
BIRDIE (A1222987),Female,Pit Bull Terrier,6 years old,Dog,48 pounds,2024-03-07,FOSTER,2024-12-11,6.0,48.0,BIRDIE,1222987,Foster,FOSTER,,,279,Looking for Furever Home
STERLING (A1222756),Female,Pit Bull Terrier,"1 year, 10 months old",Dog,52 pounds,2024-02-23,FOSTER,2024-12-11,1.0,52.0,STERLING,1222756,Foster,FOSTER,,,292,Looking for Furever Home
GLENDA (A1216814),Female,Pit Bull Terrier,3 years old,Dog,59 pounds,2024-02-16,FOSTER,2024-12-11,3.0,59.0,GLENDA,1216814,Foster,FOSTER,,,299,Looking for Furever Home
GENNY (A5314025),Female,Breed information is not provided by this shelter,10 years old,Dog,49 pounds,2024-02-01,FOSTER,2024-12-11,10.0,49.0,GENNY,5314025,Foster,FOSTER,,,314,Looking for Furever Home
MR. BOJANGLES (A1222215),Male,Pit Bull Terrier mix,3 years old,Dog,57 pounds,2024-01-20,FOSTER,2024-12-11,3.0,57.0, BOJANGLES,1222215,Foster,FOSTER,,,326,Looking for Furever Home
RANDY (A1221246),Male,Pit Bull Terrier,5 years old,Dog,53 pounds,2024-01-14,FOSTER,2024-12-11,5.0,53.0,RANDY,1221246,Foster,FOSTER,,,332,Looking for Furever Home
POCKY (A1216201),Female,Pit Bull Terrier,3 years old,Dog,55 pounds,2023-08-29,FOSTER,2024-12-11,3.0,55.0,POCKY,1216201,Foster,FOSTER,,,470,Looking for Furever Home
PIXIE (A1236183),Female,Breed information is not provided by this shelter,"2 years, 1 month old",Dog,33 pounds,2024-12-12,DOG INTAKE,2024-12-12,2.0,33.0,PIXIE,1236183,Byrum,DOG INTAKE,,,0,Looking for Furever Home
ZUNI (A1236367),Female,German Shepherd Dog mix,11 months old,Dog,61 pounds,2024-12-11,TOOMEYD20,2024-12-12,0.9166666666666666,61.0,ZUNI,1236367,Toomey,TOOMEYD,20,,1,Looking for Furever Home
ROONEY (A1236716),Male,Breed information is not provided by this shelter,"2 years, 1 month old",Dog,50 pounds,2024-12-11,LST 08R,2024-12-12,2.0,50.0,ROONEY,1236716,Byrum,LST ,08,R,1,Looking for Furever Home
ACE (A1237150),Male,Pit Bull Terrier and Boxer,1 year,Dog,40 pounds,2024-12-11,FOSTER,2024-12-12,1.0,40.0,ACE,1237150,Foster,FOSTER,,,1,Looking for Furever Home
DYLLON (A1237205),Male,Pit Bull Terrier,10 months old,Dog,63 pounds,2024-12-11,LST 03R,2024-12-12,0.8333333333333334,63.0,DYLLON,1237205,Byrum,LST ,03,R,1,Looking for Furever Home
A1237353,Male,Poodle - Standard mix,1 year,Dog,70 pounds,2024-12-11,FOSTER,2024-12-12,1.0,70.0,,1237353,Foster,FOSTER,,,1,Looking for Furever Home
ROCKY (A1132422),Male,Breed information is not provided by this shelter,8 years old,Dog,12 pounds,2024-12-11,LST 23L,2024-12-12,8.0,12.0,ROCKY,1132422,Byrum,LST ,23,L,1,Adopted
WES (A1228042),Male,Pit Bull Terrier,"1 year, 7 months old",Dog,63 pounds,2024-12-11,FOSTER,2024-12-12,1.0,63.0,WES,1228042,Foster,FOSTER,,,1,Looking for Furever Home
ATLAN (A1232762),Male,Pit Bull Terrier,"2 years, 4 months old",Dog,52 pounds,2024-12-11,FOSTER,2024-12-12,2.0,52.0,ATLAN,1232762,Foster,FOSTER,,,1,Looking for Furever Home
SPOT (A1233334),Male,American Bulldog and Boxer,"1 year, 3 months old",Dog,30 pounds,2024-12-10,FOSTER,2024-12-12,1.0,30.0,SPOT,1233334,Foster,FOSTER,,,2,Looking for Furever Home
DAWSON (A1235744),Male,Breed information is not provided by this shelter,10 months old,Dog,40 pounds,2024-12-10,FOSTER,2024-12-12,0.8333333333333334,40.0,DAWSON,1235744,Foster,FOSTER,,,2,Looking for Furever Home
LOUIE (A1229199),Male,Pit Bull Terrier mix,3 years old,Dog,50 pounds,2024-12-10,FOSTER,2024-12-12,3.0,50.0,LOUIE,1229199,Foster,FOSTER,,,2,Looking for Furever Home
LAIKA (A1230344),Female,Siberian Husky,"1 year, 4 months old",Dog,66 pounds,2024-12-10,LST 21L,2024-12-12,1.0,66.0,LAIKA,1230344,Byrum,LST ,21,L,2,Looking for Furever Home
APOLLO (A1224669),Male,Labrador Retriever mix,"2 years, 9 months old",Dog,65 pounds,2024-12-10,FOSTER,2024-12-12,2.0,65.0,APOLLO,1224669,Foster,FOSTER,,,2,Looking for Furever Home
BELLA (A5102656),Female,Pit Bull Terrier mix,11 years old,Dog,42 pounds,2024-12-10,FOSTER,2024-12-12,11.0,42.0,BELLA,5102656,Foster,FOSTER,,,2,Looking for Furever Home
NYLA (A5174630),Female,Breed information is not provided by this shelter,8 years old,Dog,47 pounds,2024-12-10,FOSTER,2024-12-12,8.0,47.0,NYLA,5174630,Foster,FOSTER,,,2,Looking for Furever Home
BROWNIE (A1237282),Male,Labrador Retriever and Poodle - Standard,1 year,Dog,31 pounds,2024-12-10,FOSTER,2024-12-12,1.0,31.0,BROWNIE,1237282,Foster,FOSTER,,,2,Adopted
GIGI (A1237180),Female,Pit Bull Terrier,4 years old,Dog,56 pounds,2024-12-10,LST 19R,2024-12-12,4.0,56.0,GIGI,1237180,Byrum,LST ,19,R,2,Looking for Furever Home
ELOISE (A1236736),Female,Pit Bull Terrier,3 years old,Dog,48 pounds,2024-12-10,DOGNCARE 2,2024-12-12,3.0,48.0,ELOISE,1236736,Byrum,DOGNCARE ,2,,2,Looking for Furever Home
A1236996,Male,Belgian Malinois mix,11 weeks old,Dog,21 pounds,2024-12-09,ADPTPUP3L,2024-12-12,,21.0,,1236996,Byrum,ADPTPUP,3,L,3,Adopted
MILO (A5449659),Male,Breed information is not provided by this shelter,"1 year, 7 months old",Dog,42 pounds,2024-12-09,ADOPT 10L,2024-12-12,1.0,42.0,MILO,5449659,Byrum,ADOPT ,10,L,3,Looking for Furever Home
A1237409,Male,Alaskan Husky mix,1 year,Dog,66 pounds,2024-12-09,ADOPT 14L,2024-12-12,1.0,66.0,,1237409,Byrum,ADOPT ,14,L,3,Looking for Furever Home
KIARA (A1237410),Female,Alaskan Husky mix,1 year,Dog,60 pounds,2024-12-09,TOOMEYD21,2024-12-12,1.0,60.0,KIARA,1237410,Toomey,TOOMEYD,21,,3,Looking for Furever Home
BLANCO (A1229189),Male,German Shepherd Dog mix,6 years old,Dog,80 pounds,2024-12-09,TOOMEYD13,2024-12-12,6.0,80.0,BLANCO,1229189,Toomey,TOOMEYD,13,,3,Looking for Furever Home
HENRY (A1235841),Male,Breed information is not provided by this shelter,"1 year, 2 months old",Dog,68 pounds,2024-12-09,TOOMEYD18,2024-12-12,1.0,68.0,HENRY,1235841,Toomey,TOOMEYD,18,,3,Looking for Furever Home
DENVER (A1234080),Male,Pit Bull Terrier and Rottweiler,6 years old,Dog,60 pounds,2024-12-09,TOOMEYD19,2024-12-12,6.0,60.0,DENVER,1234080,Toomey,TOOMEYD,19,,3,Looking for Furever Home
TANDY (A1232250),Male,Labrador Retriever mix,"1 year, 4 months old",Dog,66 pounds,2024-12-09,TOOMEYD08,2024-12-12,1.0,66.0,TANDY,1232250,Toomey,TOOMEYD,08,,3,Looking for Furever Home
WILLIS (A1233894),Male,Black Mouth Cur and Carolina Dog,3 years old,Dog,50 pounds,2024-12-08,TOOMEYD14,2024-12-12,3.0,50.0,WILLIS,1233894,Toomey,TOOMEYD,14,,4,Looking for Furever Home
HAZEL (A1233758),Female,Pit Bull Terrier mix,"1 year, 3 months old",Dog,37 pounds,2024-12-08,LST 12R,2024-12-12,1.0,37.0,HAZEL,1233758,Byrum,LST ,12,R,4,Looking for Furever Home
KIEFER (A1235764),Male,Pit Bull Terrier,"2 years, 2 months old",Dog,71 pounds,2024-12-08,TOOMEYD01,2024-12-12,2.0,71.0,KIEFER,1235764,Toomey,TOOMEYD,01,,4,Looking for Furever Home
REBEL (A1235595),Male,Labrador Retriever mix,5 years old,Dog,50 pounds,2024-12-08,TOOMEYD24,2024-12-12,5.0,50.0,REBEL,1235595,Toomey,TOOMEYD,24,,4,Looking for Furever Home
MOOSE (A1234846),Male,Pit Bull Terrier,7 years old,Dog,71 pounds,2024-12-08,LST 07R,2024-12-12,7.0,71.0,MOOSE,1234846,Byrum,LST ,07,R,4,Looking for Furever Home
LOKI (A1235021),Male,Breed information is not provided by this shelter,"2 years, 2 months old",Dog,70 pounds,2024-12-08,FOSTER,2024-12-12,2.0,70.0,LOKI,1235021,Foster,FOSTER,,,4,Looking for Furever Home
TOKYO (A1225928),Female,Plott Hound mix,"1 year, 1 month old",Dog,54 pounds,2024-12-08,TOOMEYD33,2024-12-12,1.0,54.0,TOKYO,1225928,Toomey,TOOMEYD,33,,4,Looking for Furever Home
GINNY (A1224365),Female,Pit Bull Terrier and Labrador Retriever,"1 year, 3 months old",Dog,29 pounds,2024-12-08,FOSTER,2024-12-12,1.0,29.0,GINNY,1224365,Foster,FOSTER,,,4,Looking for Furever Home
KIRBY (A1215843),Male,Pit Bull Terrier,"1 year, 11 months old",Dog,46 pounds,2024-12-08,TOOMEYD15,2024-12-12,1.0,46.0,KIRBY,1215843,Toomey,TOOMEYD,15,,4,Looking for Furever Home
COSMO (A1221785),Male,Pit Bull Terrier,"1 year, 9 months old",Dog,46 pounds,2024-12-08,TOOMEYD12,2024-12-12,1.0,46.0,COSMO,1221785,Toomey,TOOMEYD,12,,4,Looking for Furever Home
CAROLINA (A1180514),Female,English Foxhound,4 years old,Dog,62 pounds,2024-12-08,TOOMEYD05,2024-12-12,4.0,62.0,CAROLINA,1180514,Toomey,TOOMEYD,05,,4,Looking for Furever Home
A1237379,Male,Great Pyrenees,3 years old,Dog,102 pounds,2024-12-08,FOSTER,2024-12-12,3.0,102.0,,1237379,Foster,FOSTER,,,4,Looking for Furever Home
MAC (A1237381),Male,Labrador Retriever,1 year,Dog,60 pounds,2024-12-08,FOSTER,2024-12-12,1.0,60.0,MAC,1237381,Foster,FOSTER,,,4,Adopted
KOOBA (A1237383),Male,Labrador Retriever and Pit Bull Terrier,9 weeks old,Dog,7 pounds,2024-12-08,FOSTER,2024-12-12,,7.0,KOOBA,1237383,Foster,FOSTER,,,4,Looking for Furever Home
OSO (A1237386),Male,Siberian Husky,8 years old,Dog,99 pounds,2024-12-08,ADOPT 08L,2024-12-12,8.0,99.0,OSO,1237386,Byrum,ADOPT ,08,L,4,Looking for Furever Home
A1237387,Female,Pit Bull Terrier,1 year,Dog,41 pounds,2024-12-08,LST 14R,2024-12-12,1.0,41.0,,1237387,Byrum,LST ,14,R,4,Looking for Furever Home
MEGA (A1237391),Male,Siberian Husky,8 years old,Dog,66 pounds,2024-12-08,FOSTER,2024-12-12,8.0,66.0,MEGA,1237391,Foster,FOSTER,,,4,Looking for Furever Home
KING (A1237395),Male,German Shepherd Dog,4 years old,Dog,56 pounds,2024-12-08,LST 02L,2024-12-12,4.0,56.0,KING,1237395,Byrum,LST ,02,L,4,Looking for Furever Home
TT (A5118872),Female,Pit Bull Terrier,11 years old,Dog,60 pounds,2024-12-08,LST 17L,2024-12-12,11.0,60.0,TT,5118872,Byrum,LST ,17,L,4,Looking for Furever Home
MARS (A5446287),Female,Pit Bull Terrier,"1 year, 7 months old",Dog,54 pounds,2024-12-08,TOOMEYD30,2024-12-12,1.0,54.0,MARS,5446287,Toomey,TOOMEYD,30,,4,Looking for Furever Home
HARVEY (A5288499),Male,Labrador Retriever mix,8 years old,Dog,63 pounds,2024-12-08,TOOMEYD09,2024-12-12,8.0,63.0,HARVEY,5288499,Toomey,TOOMEYD,09,,4,Looking for Furever Home
DAPHNE (A1237012),Female,Pit Bull Terrier,6 years old,Dog,52 pounds,2024-12-08,DOGNCARE 1,2024-12-12,6.0,52.0,DAPHNE,1237012,Byrum,DOGNCARE ,1,,4,Looking for Furever Home
COAL (A1236688),Male,Pit Bull Terrier mix,"1 year, 1 month old",Dog,42 pounds,2024-12-08,ADOPT 12R,2024-12-12,1.0,42.0,COAL,1236688,Byrum,ADOPT ,12,R,4,Looking for Furever Home
SLINKY (A1236896),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,32 pounds,2024-12-08,LST 16R,2024-12-12,2.0,32.0,SLINKY,1236896,Byrum,LST ,16,R,4,Looking for Furever Home
MOCHA (A1236803),Female,Pit Bull Terrier mix,"2 years, 1 month old",Dog,43 pounds,2024-12-08,ADOPT 13L,2024-12-12,2.0,43.0,MOCHA,1236803,Byrum,ADOPT ,13,L,4,Looking for Furever Home
MAUDE (A1236820),Female,Pit Bull Terrier,3 years old,Dog,50 pounds,2024-12-08,LST 22L,2024-12-12,3.0,50.0,MAUDE,1236820,Byrum,LST ,22,L,4,Looking for Furever Home
CHARLES (A1236652),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,51 pounds,2024-12-08,ADOPT 22L,2024-12-12,1.0,51.0,CHARLES,1236652,Byrum,ADOPT ,22,L,4,Looking for Furever Home
NOODLE (A1236653),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,44 pounds,2024-12-08,TOOMEYD26,2024-12-12,2.0,44.0,NOODLE,1236653,Toomey,TOOMEYD,26,,4,Looking for Furever Home
LOKI (A1236049),Male,Labrador Retriever mix,"2 years, 1 month old",Dog,58 pounds,2024-12-08,TOOMEYD02,2024-12-12,2.0,58.0,LOKI,1236049,Toomey,TOOMEYD,02,,4,Looking for Furever Home
A1237366,Male,Pit Bull Terrier,1 year,Dog,79 pounds,2024-12-07,LST 07L,2024-12-12,1.0,79.0,,1237366,Byrum,LST ,07,L,5,Looking for Furever Home
A1237370,Male,Beauceron mix,4 months old,Dog,42 pounds,2024-12-07,FOSTER,2024-12-12,0.3333333333333333,42.0,,1237370,Foster,FOSTER,,,5,Looking for Furever Home
DALLAS (A1233512),Male,American Staffordshire Terrier,4 years old,Dog,41 pounds,2024-12-07,ADOPT 03R,2024-12-12,4.0,41.0,DALLAS,1233512,Byrum,ADOPT ,03,R,5,Looking for Furever Home
BRUNO (A1232009),Male,American Bulldog,3 years old,Dog,55 pounds,2024-12-06,FOSTER,2024-12-12,3.0,55.0,BRUNO,1232009,Foster,FOSTER,,,6,Looking for Furever Home
SHADOW (A1196168),Male,Pit Bull Terrier,4 years old,Dog,55 pounds,2024-12-06,LST 02R,2024-12-12,4.0,55.0,SHADOW,1196168,Byrum,LST ,02,R,6,Looking for Furever Home
A1237339,Male,Rat Terrier mix,3 years old,Dog,7 pounds,2024-12-06,FOSTER,2024-12-12,3.0,7.0,,1237339,Foster,FOSTER,,,6,Adopted
FLETCH (A1236035),Male,Labrador Retriever,"2 years, 1 month old",Dog,90 pounds,2024-12-06,FOSTER,2024-12-12,2.0,90.0,FLETCH,1236035,Foster,FOSTER,,,6,Looking for Furever Home
FINN (A1236754),Male,Soft-Coated Wheaten Terrier mix,4 years old,Dog,34 pounds,2024-12-06,FOSTER,2024-12-12,4.0,34.0,FINN,1236754,Foster,FOSTER,,,6,Looking for Furever Home
JAKE (A1236755),Male,Chihuahua - Smooth Coated mix,7 years old,Dog,25 pounds,2024-12-06,FOSTER,2024-12-12,7.0,25.0,JAKE,1236755,Foster,FOSTER,,,6,Looking for Furever Home
CHUCHE (A1236783),Female,Pit Bull Terrier mix,16 weeks old,Dog,20 pounds,2024-12-05,FOSTER,2024-12-12,,20.0,CHUCHE,1236783,Foster,FOSTER,,,7,Looking for Furever Home
TOBY (A1237274),Male,Breed information is not provided by this shelter,2 years,Dog,65 pounds,2024-12-05,LST 10R,2024-12-12,2.0,65.0,TOBY,1237274,Byrum,LST ,10,R,7,Looking for Furever Home
CHRISTIAN (A1237161),Male,Pit Bull Terrier,5 months old,Dog,46 pounds,2024-12-05,ADPTPUP6L,2024-12-12,0.4166666666666667,46.0,CHRISTIAN,1237161,Byrum,ADPTPUP,6,L,7,Adopted
HUEY (A1237025),Male,Breed information is not provided by this shelter,"1 year, 1 month old",Dog,87 pounds,2024-12-05,TOOMEYD28,2024-12-12,1.0,87.0,HUEY,1237025,Toomey,TOOMEYD,28,,7,Looking for Furever Home
COOKIE (A1232487),Female,Pit Bull Terrier,8 months old,Dog,31 pounds,2024-12-05,FOSTER,2024-12-12,0.6666666666666666,31.0,COOKIE,1232487,Foster,FOSTER,,,7,Looking for Furever Home
ROLLO (A1231872),Male,Labrador Retriever mix,10 months old,Dog,30 pounds,2024-12-05,FOSTER,2024-12-12,0.8333333333333334,30.0,ROLLO,1231872,Foster,FOSTER,,,7,Looking for Furever Home
FAIRFIELD (A1234882),Male,Pit Bull Terrier,"2 years, 2 months old",Dog,55 pounds,2024-12-04,FOSTER,2024-12-12,2.0,55.0,FAIRFIELD,1234882,Foster,FOSTER,,,8,Looking for Furever Home
ELSIE (A1234451),Female,Pit Bull Terrier,3 years old,Dog,43 pounds,2024-12-04,FOSTER,2024-12-12,3.0,43.0,ELSIE,1234451,Foster,FOSTER,,,8,Looking for Furever Home
RAZZY (A1235310),Female,Pit Bull Terrier,"2 years, 2 months old",Dog,38 pounds,2024-12-04,FOSTER,2024-12-12,2.0,38.0,RAZZY,1235310,Foster,FOSTER,,,8,Looking for Furever Home
PANDA (A1235748),Male,Shiba Inu,9 years old,Dog,29 pounds,2024-12-04,FOSTER,2024-12-12,9.0,29.0,PANDA,1235748,Foster,FOSTER,,,8,Looking for Furever Home
PANTHER (A1229288),Male,Pit Bull Terrier,5 years old,Dog,47 pounds,2024-12-04,FOSTER,2024-12-12,5.0,47.0,PANTHER,1229288,Foster,FOSTER,,,8,Looking for Furever Home
DARLA MAE (A1229459),Female,Pit Bull Terrier,7 years old,Dog,38 pounds,2024-12-04,FOSTER,2024-12-12,7.0,38.0,DARLA MAE,1229459,Foster,FOSTER,,,8,Looking for Furever Home
A1236954,Female,Pit Bull Terrier,7 months old,Dog,39 pounds,2024-12-04,FOSTER,2024-12-12,0.5833333333333334,39.0,,1236954,Foster,FOSTER,,,8,Looking for Furever Home
A1237238,Male,Pit Bull Terrier,4 years old,Dog,52 pounds,2024-12-04,ADOPT 14R,2024-12-12,4.0,52.0,,1237238,Byrum,ADOPT ,14,R,8,Looking for Furever Home
SHAEMUS (A1237244),Male,Pit Bull Terrier,4 months old,Dog,33 pounds,2024-12-04,ADPTPUP2L,2024-12-12,0.3333333333333333,33.0,SHAEMUS,1237244,Byrum,ADPTPUP,2,L,8,Looking for Furever Home
SARGE (A1237246),Male,Pit Bull Terrier,6 years old,Dog,30 pounds,2024-12-04,LST 23R,2024-12-12,6.0,30.0,SARGE,1237246,Byrum,LST ,23,R,8,Looking for Furever Home
WYATT (A1237255),Male,Cavalier King Charles Spaniel mix,2 years,Dog,14 pounds,2024-12-04,FOSTER,2024-12-12,2.0,14.0,WYATT,1237255,Foster,FOSTER,,,8,Looking for Furever Home
GRACE (A1237259),Female,Pit Bull Terrier,3 years old,Dog,58 pounds,2024-12-04,LST 06L,2024-12-12,3.0,58.0,GRACE,1237259,Byrum,LST ,06,L,8,Looking for Furever Home
HUNTER (A1235927),Male,Pit Bull Terrier,7 years old,Dog,52 pounds,2024-12-04,ADOPT 02L,2024-12-12,7.0,52.0,HUNTER,1235927,Byrum,ADOPT ,02,L,8,Looking for Furever Home
