Name_ID,Gender,Breed,Age,Animal Type,Weight,Brought to Shelter,Kennel Location,Scrape Date,age_numeric,Weight_num,Name,ID,location_simple,kennel_name,kennel_num,side,Days_at_shelter,result
A1237159,Male,Pit Bull Terrier,,Dog,46 pounds,2024-12-02,ADPTPUP4L,2024-12-08,,46.0,,1237159,Byrum,ADPTPUP,4,L,6,Looking for Furever Home
MACIE (A1236358),Female,Pit Bull Terrier mix,,Dog,13 pounds,2024-12-02,FOSTER,2024-12-08,,13.0,MACIE,1236358,Foster,FOSTER,,,6,Adopted
KERRY (A1228724),Male,Labrador Retriever mix,"2 years, 6 months old",Dog,66 pounds,2024-12-02,FOSTER,2024-12-08,2.0,66.0,KERRY,1228724,Foster,FOSTER,,,6,Looking for Furever Home
ANNIE (A1233509),Female,Pit Bull Terrier,4 years old,Dog,42 pounds,2024-12-02,FOSTER,2024-12-08,4.0,42.0,ANNIE,1233509,Foster,FOSTER,,,6,Looking for Furever Home
PUMPKIN (A1234522),Male,Labrador Retriever mix,"2 years, 2 months old",Dog,49 pounds,2024-12-01,FOSTER,2024-12-08,2.0,49.0,PUMPKIN,1234522,Foster,FOSTER,,,7,Looking for Furever Home
MOOSE (A1234846),Male,Pit Bull Terrier,7 years old,Dog,71 pounds,2024-12-01,FOSTER,2024-12-08,7.0,71.0,MOOSE,1234846,Foster,FOSTER,,,7,Looking for Furever Home
KIEFER (A1235764),Male,Pit Bull Terrier,"2 years, 2 months old",Dog,71 pounds,2024-12-01,TOOMEYD01,2024-12-08,2.0,71.0,KIEFER,1235764,Toomey,TOOMEYD,01,,7,Looking for Furever Home
CRUISE (A1230729),Male,Pit Bull Terrier,6 years old,Dog,67 pounds,2024-12-01,LST 05R,2024-12-08,6.0,67.0,CRUISE,1230729,Byrum,LST ,05,R,7,Looking for Furever Home
KIRBY (A1215843),Male,Pit Bull Terrier,"1 year, 11 months old",Dog,46 pounds,2024-12-01,TOOMEYD15,2024-12-08,1.0,46.0,KIRBY,1215843,Toomey,TOOMEYD,15,,7,Looking for Furever Home
ZUNI (A1236367),Female,German Shepherd Dog mix,11 months old,Dog,61 pounds,2024-12-01,TOOMEYD20,2024-12-08,0.9166666666666666,61.0,ZUNI,1236367,Toomey,TOOMEYD,20,,7,Looking for Furever Home
KAE (A1236550),Male,Pit Bull Terrier and Labrador Retriever,8 months old,Dog,42 pounds,2024-12-01,ADPTPUP9L,2024-12-08,0.6666666666666666,42.0,KAE,1236550,Byrum,ADPTPUP,9,L,7,Looking for Furever Home
ELVIS (A1236025),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,39 pounds,2024-12-01,FOSTER,2024-12-08,2.0,39.0,ELVIS,1236025,Foster,FOSTER,,,7,Looking for Furever Home
A1237130,Female,Carolina Dog,,Dog,50 pounds,2024-12-01,LST 14L,2024-12-08,,50.0,,1237130,Byrum,LST ,14,L,7,Adopted
CLARK (A1237134),Male,Pit Bull Terrier,1 year,Dog,27 pounds,2024-12-01,LST 22R,2024-12-08,1.0,27.0,CLARK,1237134,Byrum,LST ,22,R,7,Looking for Furever Home
ELLIOT (A1236892),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,40 pounds,2024-12-01,TOOMEYD11,2024-12-08,2.0,40.0,ELLIOT,1236892,Toomey,TOOMEYD,11,,7,Looking for Furever Home
STAR (A5085033),Female,Labrador Retriever,11 years old,Dog,76 pounds,2024-12-01,FOSTER,2024-12-08,11.0,76.0,STAR,5085033,Foster,FOSTER,,,7,Looking for Furever Home
ROO (A1236908),Female,Breed information is not provided by this shelter,,Dog,7 pounds,2024-11-30,FOSTER,2024-12-08,,7.0,ROO,1236908,Foster,FOSTER,,,8,Looking for Furever Home
MOCHA (A1236803),Female,Pit Bull Terrier mix,"2 years, 1 month old",Dog,43 pounds,2024-11-30,ADOPT 13L,2024-12-08,2.0,43.0,MOCHA,1236803,Byrum,ADOPT ,13,L,8,Looking for Furever Home
DELILAH (A1236867),Female,Labrador Retriever,,Dog,62 pounds,2024-11-30,FOSTER,2024-12-08,,62.0,DELILAH,1236867,Foster,FOSTER,,,8,Looking for Furever Home
A1237094,Female,Pit Bull Terrier mix,,Dog,30 pounds,2024-11-30,TOOMEYD28,2024-12-08,,30.0,,1237094,Toomey,TOOMEYD,28,,8,Adopted
A1237099,Male,Pit Bull Terrier,,Dog,58 pounds,2024-11-30,ADOPT 19R,2024-12-08,,58.0,,1237099,Byrum,ADOPT ,19,R,8,Looking for Furever Home
BLANCO (A1229189),Male,German Shepherd Dog mix,6 years old,Dog,80 pounds,2024-11-30,TOOMEYD13,2024-12-08,6.0,80.0,BLANCO,1229189,Toomey,TOOMEYD,13,,8,Looking for Furever Home
LOKI (A1235021),Male,Breed information is not provided by this shelter,"2 years, 2 months old",Dog,70 pounds,2024-11-30,FOSTER,2024-12-08,2.0,70.0,LOKI,1235021,Foster,FOSTER,,,8,Looking for Furever Home
MEDUSA (A1233148),Female,Pit Bull Terrier mix,5 years old,Dog,47 pounds,2024-11-30,TOOMEYD31,2024-12-08,5.0,47.0,MEDUSA,1233148,Toomey,TOOMEYD,31,,8,Looking for Furever Home
MISS PRECIOUS (A1237081),Female,Labrador Retriever,8 years old,Dog,53 pounds,2024-11-29,ADOPT 14R,2024-12-08,8.0,53.0,MISS PRECIOUS,1237081,Byrum,ADOPT ,14,R,9,Looking for Furever Home
LORETTA (A1237023),Female,Pit Bull Terrier,8 years old,Dog,63 pounds,2024-11-27,ADOPT 09L,2024-12-08,8.0,63.0,LORETTA,1237023,Byrum,ADOPT ,09,L,11,Looking for Furever Home
SAPPHIRE (A1237039),Female,Pit Bull Terrier,11 months old,Dog,47 pounds,2024-11-27,ADOPT 23L,2024-12-08,0.9166666666666666,47.0,SAPPHIRE,1237039,Byrum,ADOPT ,23,L,11,Looking for Furever Home
MOOCHI (A1237040),Male,Pit Bull Terrier,11 months old,Dog,54 pounds,2024-11-27,ADOPT 15R,2024-12-08,0.9166666666666666,54.0,MOOCHI,1237040,Byrum,ADOPT ,15,R,11,Looking for Furever Home
LISA (A1237041),Female,Pit Bull Terrier,11 months old,Dog,54 pounds,2024-11-27,ADOPT 18R,2024-12-08,0.9166666666666666,54.0,LISA,1237041,Byrum,ADOPT ,18,R,11,Looking for Furever Home
ALLIE (A1237043),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,36 pounds,2024-11-27,ADOPT 02R,2024-12-08,2.0,36.0,ALLIE,1237043,Byrum,ADOPT ,02,R,11,Looking for Furever Home
ROMEO (A1236067),Male,Pit Bull Terrier,3 years old,Dog,45 pounds,2024-11-27,FOSTER,2024-12-08,3.0,45.0,ROMEO,1236067,Foster,FOSTER,,,11,Looking for Furever Home
MILO (A5449659),Male,Breed information is not provided by this shelter,"1 year, 7 months old",Dog,42 pounds,2024-11-27,FOSTER,2024-12-08,1.0,42.0,MILO,5449659,Foster,FOSTER,,,11,Looking for Furever Home
RIVER (A1235713),Male,Labrador Retriever mix,1 year,Dog,55 pounds,2024-11-26,ADOPT 23R,2024-12-08,1.0,55.0,RIVER,1235713,Byrum,ADOPT ,23,R,12,Looking for Furever Home
SAWYER (A1235351),Male,Breed information is not provided by this shelter,7 years old,Dog,75 pounds,2024-11-26,FOSTER,2024-12-08,7.0,75.0,SAWYER,1235351,Foster,FOSTER,,,12,Looking for Furever Home
CECELIA (A1234156),Female,Pit Bull Terrier mix,"2 years, 3 months old",Dog,54 pounds,2024-11-26,FOSTER,2024-12-08,2.0,54.0,CECELIA,1234156,Foster,FOSTER,,,12,Looking for Furever Home
BROCK (A1230828),Male,Pit Bull Terrier,5 years old,Dog,62 pounds,2024-11-26,FOSTER,2024-12-08,5.0,62.0,BROCK,1230828,Foster,FOSTER,,,12,Looking for Furever Home
ASPEN (A1229581),Female,Pit Bull Terrier,3 years old,Dog,51 pounds,2024-11-26,FOSTER,2024-12-08,3.0,51.0,ASPEN,1229581,Foster,FOSTER,,,12,Looking for Furever Home
PRESTON (A1219580),Male,Labrador Retriever and Pit Bull Terrier,"2 years, 1 month old",Dog,49 pounds,2024-11-26,FOSTER,2024-12-08,2.0,49.0,PRESTON,1219580,Foster,FOSTER,,,12,Looking for Furever Home
ATHENA (A1197186),Female,Pit Bull Terrier,4 years old,Dog,56 pounds,2024-11-26,LST 11R,2024-12-08,4.0,56.0,ATHENA,1197186,Byrum,LST ,11,R,12,Looking for Furever Home
BLOSSOM (A1236131),Female,Siberian Husky,,Dog,40 pounds,2024-11-26,FOSTER,2024-12-08,,40.0,BLOSSOM,1236131,Foster,FOSTER,,,12,Looking for Furever Home
LUNA (A1236346),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,50 pounds,2024-11-26,FOSTER,2024-12-08,2.0,50.0,LUNA,1236346,Foster,FOSTER,,,12,Looking for Furever Home
BABY DIESEL (A1236621),Male,Pit Bull Terrier mix,,Dog,40 pounds,2024-11-26,FOSTER,2024-12-08,,40.0,BABY DIESEL,1236621,Foster,FOSTER,,,12,Looking for Furever Home
WINNIE (A1236633),Female,Labrador Retriever,"1 year, 1 month old",Dog,42 pounds,2024-11-26,FOSTER,2024-12-08,1.0,42.0,WINNIE,1236633,Foster,FOSTER,,,12,Looking for Furever Home
WILBUR (A1236981),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,64 pounds,2024-11-26,ADOPT 17R,2024-12-08,1.0,64.0,WILBUR,1236981,Byrum,ADOPT ,17,R,12,Looking for Furever Home
BUCKY (A1236991),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,51 pounds,2024-11-26,ADOPT 06L,2024-12-08,1.0,51.0,BUCKY,1236991,Byrum,ADOPT ,06,L,12,Looking for Furever Home
A1237010,Male,Breed information is not provided by this shelter,,Dog,20 pounds,2024-11-26,ADOPT 03L,2024-12-08,,20.0,,1237010,Byrum,ADOPT ,03,L,12,Looking for Furever Home
DAPHNE (A1237012),Female,Pit Bull Terrier,6 years old,Dog,52 pounds,2024-11-26,ADOPT 08L,2024-12-08,6.0,52.0,DAPHNE,1237012,Byrum,ADOPT ,08,L,12,Looking for Furever Home
SAGE (A1237013),Female,Pit Bull Terrier mix,5 months old,Dog,23 pounds,2024-11-26,FOSTER,2024-12-08,0.4166666666666667,23.0,SAGE,1237013,Foster,FOSTER,,,12,Looking for Furever Home
SCARLETT (A1236928),Female,Pit Bull Terrier,5 years old,Dog,33 pounds,2024-11-25,ADOPT 20L,2024-12-08,5.0,33.0,SCARLETT,1236928,Byrum,ADOPT ,20,L,13,Looking for Furever Home
APACHE (A1236952),Male,Breed information is not provided by this shelter,10 months old,Dog,60 pounds,2024-11-25,ADOPT 17L,2024-12-08,0.8333333333333334,60.0,APACHE,1236952,Byrum,ADOPT ,17,L,13,Looking for Furever Home
A1236953,Male,Chihuahua - Long Haired mix,"1 year, 7 months old",Dog,18 pounds,2024-11-25,FOSTER,2024-12-08,1.0,18.0,,1236953,Foster,FOSTER,,,13,Looking for Furever Home
NORMAN (A1236571),Male,Labrador Retriever,"1 year, 1 month old",Dog,60 pounds,2024-11-25,ADOPT 05R,2024-12-08,1.0,60.0,NORMAN,1236571,Byrum,ADOPT ,05,R,13,Looking for Furever Home
GRETA (A1236603),Female,German Shepherd Dog mix,3 years old,Dog,58 pounds,2024-11-25,FOSTER,2024-12-08,3.0,58.0,GRETA,1236603,Foster,FOSTER,,,13,Looking for Furever Home
EWING (A1235080),Male,Labrador Retriever and Pit Bull Terrier,4 years old,Dog,63 pounds,2024-11-24,ADOPT 04L,2024-12-08,4.0,63.0,EWING,1235080,Byrum,ADOPT ,04,L,14,Looking for Furever Home
REX (A1235061),Male,Pit Bull Terrier,"2 years, 2 months old",Dog,51 pounds,2024-11-24,TOOMEYD10,2024-12-08,2.0,51.0,REX,1235061,Toomey,TOOMEYD,10,,14,Looking for Furever Home
DOTTIE (A1234910),Female,Breed information is not provided by this shelter and Border Collie,"1 year, 2 months old",Dog,39 pounds,2024-11-24,FOSTER,2024-12-08,1.0,39.0,DOTTIE,1234910,Foster,FOSTER,,,14,Looking for Furever Home
DASH (A1234314),Male,Pit Bull Terrier mix,"2 years, 3 months old",Dog,45 pounds,2024-11-24,TOOMEYD27,2024-12-08,2.0,45.0,DASH,1234314,Toomey,TOOMEYD,27,,14,Looking for Furever Home
GOHAN (A1234433),Male,Pit Bull Terrier,8 months old,Dog,17 pounds,2024-11-24,FOSTER,2024-12-08,0.6666666666666666,17.0,GOHAN,1234433,Foster,FOSTER,,,14,Looking for Furever Home
HARLEY (A1235361),Female,Pit Bull Terrier,,Dog,35 pounds,2024-11-24,TOOMEYD18,2024-12-08,,35.0,HARLEY,1235361,Toomey,TOOMEYD,18,,14,Looking for Furever Home
GIZMO (A1235559),Female,American Bulldog mix,,Dog,40 pounds,2024-11-24,TOOMEYD10,2024-12-08,,40.0,GIZMO,1235559,Toomey,TOOMEYD,10,,14,Looking for Furever Home
DENVER (A1234080),Male,Pit Bull Terrier and Rottweiler,6 years old,Dog,60 pounds,2024-11-24,TOOMEYD19,2024-12-08,6.0,60.0,DENVER,1234080,Toomey,TOOMEYD,19,,14,Looking for Furever Home
GEODUDE (A1233133),Male,Staffordshire Bull Terrier mix,6 years old,Dog,50 pounds,2024-11-24,TOOMEYD16,2024-12-08,6.0,50.0,GEODUDE,1233133,Toomey,TOOMEYD,16,,14,Looking for Furever Home
DEZ (A1203383),Male,Pit Bull Terrier,"2 years, 5 months old",Dog,77 pounds,2024-11-24,TOOMEYD04,2024-12-08,2.0,77.0,DEZ,1203383,Toomey,TOOMEYD,04,,14,Looking for Furever Home
ROSIE (A1206365),Female,Pit Bull Terrier,3 years old,Dog,51 pounds,2024-11-24,DOGNCARE 1,2024-12-08,3.0,51.0,ROSIE,1206365,Byrum,DOGNCARE ,1,,14,Looking for Furever Home
BUDDY (A1175318),Male,Boxer mix,6 years old,Dog,62 pounds,2024-11-24,ADOPT 21R,2024-12-08,6.0,62.0,BUDDY,1175318,Byrum,ADOPT ,21,R,14,Looking for Furever Home
PENNY (A1236254),Female,Breed information is not provided by this shelter,,Dog,37 pounds,2024-11-24,FOSTER,2024-12-08,,37.0,PENNY,1236254,Foster,FOSTER,,,14,Adopted
BROOKE (A1236919),Female,Pit Bull Terrier,3 years old,Dog,40 pounds,2024-11-24,ADOPT 11R,2024-12-08,3.0,40.0,BROOKE,1236919,Byrum,ADOPT ,11,R,14,Looking for Furever Home
DARYL (A1236912),Male,Labrador Retriever,6 months old,Dog,17 pounds,2024-11-24,FOSTER,2024-12-08,0.5,17.0,DARYL,1236912,Foster,FOSTER,,,14,Looking for Furever Home
SLINKY (A1236896),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,32 pounds,2024-11-24,FOSTER,2024-12-08,2.0,32.0,SLINKY,1236896,Foster,FOSTER,,,14,Looking for Furever Home
SANDY (A1236905),Female,Pit Bull Terrier,,Dog,45 pounds,2024-11-24,ADOPT 12R,2024-12-08,,45.0,SANDY,1236905,Byrum,ADOPT ,12,R,14,Looking for Furever Home
SCOTT (A1236890),Male,Breed information is not provided by this shelter,"2 years, 1 month old",Dog,48 pounds,2024-11-24,ADOPT 01L,2024-12-08,2.0,48.0,SCOTT,1236890,Byrum,ADOPT ,01,L,14,Looking for Furever Home
JANICE (A1236883),Female,Labrador Retriever mix,,Dog,58 pounds,2024-11-23,ADOPT 08R,2024-12-08,,58.0,JANICE,1236883,Byrum,ADOPT ,08,R,15,Looking for Furever Home
RILEY (A1097390),Male,Pit Bull Terrier,9 years old,Dog,69 pounds,2024-11-23,ADOPT 22R,2024-12-08,9.0,69.0,RILEY,1097390,Byrum,ADOPT ,22,R,15,Looking for Furever Home
PRINCE (A1206535),Male,Pit Bull Terrier,4 years old,Dog,63 pounds,2024-11-23,FOSTER,2024-12-08,4.0,63.0,PRINCE,1206535,Foster,FOSTER,,,15,Looking for Furever Home
CHOP (A1204115),Male,Pit Bull Terrier,4 years old,Dog,55 pounds,2024-11-22,LST 18L,2024-12-08,4.0,55.0,CHOP,1204115,Byrum,LST ,18,L,16,Looking for Furever Home
ZUMA (A1223632),Male,Australian Shepherd,"1 year, 1 month old",Dog,21 pounds,2024-11-22,FOSTER,2024-12-08,1.0,21.0,ZUMA,1223632,Foster,FOSTER,,,16,Looking for Furever Home
BOPEEP (A1229446),Female,Pit Bull Terrier,"2 years, 6 months old",Dog,48 pounds,2024-11-22,FOSTER,2024-12-08,2.0,48.0,BOPEEP,1229446,Foster,FOSTER,,,16,Looking for Furever Home
MARINETTE (A1236837),Female,Pit Bull Terrier mix,"2 years, 1 month old",Dog,28 pounds,2024-11-22,FOSTER,2024-12-08,2.0,28.0,MARINETTE,1236837,Foster,FOSTER,,,16,Looking for Furever Home
A1236851,Male,Labrador Retriever and American Staffordshire Terrier,"1 year, 1 month old",Dog,44 pounds,2024-11-22,FOSTER,2024-12-08,1.0,44.0,,1236851,Foster,FOSTER,,,16,Looking for Furever Home
CLEO (A1236861),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,53 pounds,2024-11-22,DOGNCARE 1,2024-12-08,2.0,53.0,CLEO,1236861,Byrum,DOGNCARE ,1,,16,Looking for Furever Home
KANOA (A1236863),Male,Siberian Husky,11 months old,Dog,38 pounds,2024-11-22,FOSTER,2024-12-08,0.9166666666666666,38.0,KANOA,1236863,Foster,FOSTER,,,16,Looking for Furever Home
APOLLO (A1236029),Male,Harrier mix,5 months old,Dog,47 pounds,2024-11-22,FOSTER,2024-12-08,0.4166666666666667,47.0,APOLLO,1236029,Foster,FOSTER,,,16,Looking for Furever Home
BUZZ (A1236788),Male,American Pit Bull Terrier,"2 years, 1 month old",Dog,54 pounds,2024-11-21,ADOPT 01R,2024-12-08,2.0,54.0,BUZZ,1236788,Byrum,ADOPT ,01,R,17,Looking for Furever Home
LORAX (A1236791),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,65 pounds,2024-11-21,DOGNCARE 2,2024-12-08,1.0,65.0,LORAX,1236791,Byrum,DOGNCARE ,2,,17,Looking for Furever Home
HECTOR (A1236793),Male,Labrador Retriever mix,"2 years, 1 month old",Dog,53 pounds,2024-11-21,DOGNCARE 1,2024-12-08,2.0,53.0,HECTOR,1236793,Byrum,DOGNCARE ,1,,17,Looking for Furever Home
BARBS (A1236797),Female,Pit Bull Terrier,4 years old,Dog,35 pounds,2024-11-21,ADOPT 09R,2024-12-08,4.0,35.0,BARBS,1236797,Byrum,ADOPT ,09,R,17,Looking for Furever Home
MAUDE (A1236820),Female,Pit Bull Terrier,3 years old,Dog,50 pounds,2024-11-21,DOGNCARE 2,2024-12-08,3.0,50.0,MAUDE,1236820,Byrum,DOGNCARE ,2,,17,Looking for Furever Home
HONEY (A1235777),Female,Labrador Retriever,9 months old,Dog,37 pounds,2024-11-21,FOSTER,2024-12-08,0.75,37.0,HONEY,1235777,Foster,FOSTER,,,17,Looking for Furever Home
WHISKEY (A1235520),Male,American Pit Bull Terrier,"2 years, 2 months old",Dog,46 pounds,2024-11-20,FOSTER,2024-12-08,2.0,46.0,WHISKEY,1235520,Foster,FOSTER,,,18,Looking for Furever Home
EARL (A1235889),Male,German Shepherd Dog mix,"2 years, 2 months old",Dog,73 pounds,2024-11-19,FOSTER,2024-12-08,2.0,73.0,EARL,1235889,Foster,FOSTER,,,19,Looking for Furever Home
LUNA (A1236696),Female,Labrador Retriever and Pit Bull Terrier,"1 year, 1 month old",Dog,27 pounds,2024-11-19,FOSTER,2024-12-08,1.0,27.0,LUNA,1236696,Foster,FOSTER,,,19,Looking for Furever Home
TRENTON (A1236725),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,68 pounds,2024-11-19,DOGNCARE 1,2024-12-08,2.0,68.0,TRENTON,1236725,Byrum,DOGNCARE ,1,,19,Looking for Furever Home
BONNY (A1226995),Female,Pit Bull Terrier,4 years old,Dog,61 pounds,2024-11-19,FOSTER,2024-12-08,4.0,61.0,BONNY,1226995,Foster,FOSTER,,,19,Looking for Furever Home
KELLY (A1222923),Female,Pit Bull Terrier,5 years old,Dog,44 pounds,2024-11-19,FOSTER,2024-12-08,5.0,44.0,KELLY,1222923,Foster,FOSTER,,,19,Looking for Furever Home
KANDY (A1160087),Female,Labrador Retriever mix,8 years old,Dog,56 pounds,2024-11-18,FOSTER,2024-12-08,8.0,56.0,KANDY,1160087,Foster,FOSTER,,,20,Looking for Furever Home
LINUS (A1235715),Male,American Bulldog mix,3 years old,Dog,52 pounds,2024-11-18,FOSTER,2024-12-08,3.0,52.0,LINUS,1235715,Foster,FOSTER,,,20,Looking for Furever Home
BROM (A1232433),Male,American Pit Bull Terrier,3 years old,Dog,47 pounds,2024-11-18,FOSTER,2024-12-08,3.0,47.0,BROM,1232433,Foster,FOSTER,,,20,Looking for Furever Home
CHARLES (A1236652),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,51 pounds,2024-11-18,ADOPT 22L,2024-12-08,1.0,51.0,CHARLES,1236652,Byrum,ADOPT ,22,L,20,Looking for Furever Home
SOPHIE (A1235985),Female,Pit Bull Terrier mix,"1 year, 1 month old",Dog,48 pounds,2024-11-18,ADOPT 05L,2024-12-08,1.0,48.0,SOPHIE,1235985,Byrum,ADOPT ,05,L,20,Looking for Furever Home
BUBBLES (A1236687),Female,Labrador Retriever and Siberian Husky,8 months old,Dog,44 pounds,2024-11-18,FOSTER,2024-12-08,0.6666666666666666,44.0,BUBBLES,1236687,Foster,FOSTER,,,20,Looking for Furever Home
LOKI (A1236049),Male,Labrador Retriever mix,"2 years, 1 month old",Dog,58 pounds,2024-11-17,TOOMEYD02,2024-12-08,2.0,58.0,LOKI,1236049,Toomey,TOOMEYD,02,,21,Looking for Furever Home
GONZO (A1236618),Male,Pit Bull Terrier mix,"2 years, 1 month old",Dog,55 pounds,2024-11-17,LST 26L,2024-12-08,2.0,55.0,GONZO,1236618,Byrum,LST ,26,L,21,Looking for Furever Home
BLUE (A1236636),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,37 pounds,2024-11-17,LST 35L,2024-12-08,2.0,37.0,BLUE,1236636,Byrum,LST ,35,L,21,Looking for Furever Home
NYLA (A5372781),Female,Breed information is not provided by this shelter mix,5 years old,Dog,38 pounds,2024-11-17,FOSTER,2024-12-08,5.0,38.0,NYLA,5372781,Foster,FOSTER,,,21,Looking for Furever Home
HASH BROWN (A1234152),Male,Pit Bull Terrier mix,3 years old,Dog,48 pounds,2024-11-17,FOSTER,2024-12-08,3.0,48.0,HASH BROWN,1234152,Foster,FOSTER,,,21,Looking for Furever Home
INDY (A1234818),Male,Pit Bull Terrier,4 years old,Dog,57 pounds,2024-11-17,TOOMEYD17,2024-12-08,4.0,57.0,INDY,1234818,Toomey,TOOMEYD,17,,21,Looking for Furever Home
BRUNO (A1162164),Male,Australian Cattle Dog mix,5 years old,Dog,60 pounds,2024-11-17,FOSTER,2024-12-08,5.0,60.0,BRUNO,1162164,Foster,FOSTER,,,21,Looking for Furever Home
BROCK (A1222722),Male,Bulldog,"1 year, 10 months old",Dog,50 pounds,2024-11-17,TOOMEYD03,2024-12-08,1.0,50.0,BROCK,1222722,Toomey,TOOMEYD,03,,21,Looking for Furever Home
VIOLET (A1228132),Female,Pit Bull Terrier,6 years old,Dog,60 pounds,2024-11-17,FOSTER,2024-12-08,6.0,60.0,VIOLET,1228132,Foster,FOSTER,,,21,Looking for Furever Home
A1234940,Male,Australian Cattle Dog mix,6 months old,Dog,21 pounds,2024-11-16,FOSTER,2024-12-08,0.5,21.0,,1234940,Foster,FOSTER,,,22,Looking for Furever Home
DENISE (A1236605),Female,Breed information is not provided by this shelter,4 months old,Dog,13 pounds,2024-11-16,FOSTER,2024-12-08,0.3333333333333333,13.0,DENISE,1236605,Foster,FOSTER,,,22,Looking for Furever Home
CROCKETT (A1236557),Male,Breed information is not provided by this shelter,"1 year, 1 month old",Dog,57 pounds,2024-11-15,FOSTER,2024-12-08,1.0,57.0,CROCKETT,1236557,Foster,FOSTER,,,23,Looking for Furever Home
CHINA BELL (A1234955),Female,Labrador Retriever mix,10 years old,Dog,40 pounds,2024-11-15,FOSTER,2024-12-08,10.0,40.0,CHINA BELL,1234955,Foster,FOSTER,,,23,Looking for Furever Home
PORTER (A1235325),Male,Pit Bull Terrier,9 months old,Dog,37 pounds,2024-11-15,FOSTER,2024-12-08,0.75,37.0,PORTER,1235325,Foster,FOSTER,,,23,Looking for Furever Home
SCOOBY (A1233870),Male,Black Mouth Cur,"1 year, 3 months old",Dog,48 pounds,2024-11-15,FOSTER,2024-12-08,1.0,48.0,SCOOBY,1233870,Foster,FOSTER,,,23,Looking for Furever Home
TEDDY (A1078526),Male,Labrador Retriever mix,10 years old,Dog,49 pounds,2024-11-15,FOSTER,2024-12-08,10.0,49.0,TEDDY,1078526,Foster,FOSTER,,,23,Looking for Furever Home
HOPE (A1224937),Female,Pit Bull Terrier,4 years old,Dog,52 pounds,2024-11-14,FOSTER,2024-12-08,4.0,52.0,HOPE,1224937,Foster,FOSTER,,,24,Looking for Furever Home
WINNIE (A1236459),Female,Labrador Retriever mix,"2 years, 1 month old",Dog,58 pounds,2024-11-14,DOGNCARE 1,2024-12-08,2.0,58.0,WINNIE,1236459,Byrum,DOGNCARE ,1,,24,Looking for Furever Home
GRAHAM (A1236481),Male,German Shepherd Dog mix,"1 year, 1 month old",Dog,65 pounds,2024-11-14,DOGNCARE 2,2024-12-08,1.0,65.0,GRAHAM,1236481,Byrum,DOGNCARE ,2,,24,Looking for Furever Home
LEONA (A1236482),Female,Labrador Retriever mix,,Dog,57 pounds,2024-11-14,FOSTER,2024-12-08,,57.0,LEONA,1236482,Foster,FOSTER,,,24,Adopted
DIAMOND (A1236400),Female,Pit Bull Terrier,4 years old,Dog,40 pounds,2024-11-13,DOGNCARE 2,2024-12-08,4.0,40.0,DIAMOND,1236400,Byrum,DOGNCARE ,2,,25,Looking for Furever Home
SALEM (A1236413),Male,Pit Bull Terrier,3 years old,Dog,40 pounds,2024-11-13,LST 19L,2024-12-08,3.0,40.0,SALEM,1236413,Byrum,LST ,19,L,25,Looking for Furever Home
SCOOTER (A1236414),Male,German Shepherd Dog mix,10 months old,Dog,63 pounds,2024-11-13,DOGNCARE 1,2024-12-08,0.8333333333333334,63.0,SCOOTER,1236414,Byrum,DOGNCARE ,1,,25,Looking for Furever Home
ROCKY (A1236426),Male,Breed information is not provided by this shelter,"2 years, 1 month old",Dog,56 pounds,2024-11-13,ADOPT 07R,2024-12-08,2.0,56.0,ROCKY,1236426,Byrum,ADOPT ,07,R,25,Looking for Furever Home
JOSIE (A1236287),Female,Pit Bull Terrier,7 months old,Dog,31 pounds,2024-11-13,FOSTER,2024-12-08,0.5833333333333334,31.0,JOSIE,1236287,Foster,FOSTER,,,25,Looking for Furever Home
MARS (A5446287),Female,Pit Bull Terrier,"1 year, 7 months old",Dog,54 pounds,2024-11-13,TOOMEYD30,2024-12-08,1.0,54.0,MARS,5446287,Toomey,TOOMEYD,30,,25,Looking for Furever Home
MAX (A1232339),Male,German Shepherd Dog mix,"2 years, 4 months old",Dog,68 pounds,2024-11-13,FOSTER,2024-12-08,2.0,68.0,MAX,1232339,Foster,FOSTER,,,25,Looking for Furever Home
WHITLEY (A1236377),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,46 pounds,2024-11-12,ADOPT 16L,2024-12-08,2.0,46.0,WHITLEY,1236377,Byrum,ADOPT ,16,L,26,Looking for Furever Home
A1236365,Male,Chihuahua - Smooth Coated,"1 year, 1 month old",Dog,11 pounds,2024-11-11,FOSTER,2024-12-08,1.0,11.0,,1236365,Foster,FOSTER,,,27,Looking for Furever Home
